14:25:52,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01022,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
14:26:47,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01022,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
14:28:42,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01022,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
14:34:25,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A022,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
14:37:38,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A022,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
16:08:25,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01134,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
16:08:41,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01066,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
16:13:16,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01134,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
16:13:28,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01066,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
16:19:27,miCheckSfcStatus,site:2001， operation:ASSEM3,sfc:061850A01134,调用失败！,System.Net.WebException: The remote name could not be resolved: 'ndmesd003.atlbattery.com'    at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)    at System.Net.HttpWebRequest.GetRequestStream()    at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName， Object[] parameters)    at CATL.WebReference.MiCheckSFCStatusServiceService.miCheckSFCstatus(miCheckSFCstatus miCheckSFCstatus1) in C:\Work\World Precision\Project\CATL\G08\Source\WorldPrecision\CATL\Web References\WebReference\Reference.cs:line 79    at WorldGeneralLib.Company.Catl.MES.G08.MESClass.CheckSfcStatus(String strSFC) in D:\Catl\Source\WorldPrecision\WorldGeneralLib\Company\Catl\MES\G08\MESClass.cs:line 124
