2018-04-27 08:53:29.6987 [TRACE] :  >--------------- Program start -----------------
2018-04-27 08:58:30.9023 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 24 次重连...
2018-04-27 08:58:32.8211 [WARN] :  >连接未成功。
2018-04-27 08:58:33.8975 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 25 次重连...
2018-04-27 08:58:35.8163 [WARN] :  >连接未成功。
2018-04-27 08:58:36.8927 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 26 次重连...
2018-04-27 08:58:38.8271 [WARN] :  >连接未成功。
2018-04-27 08:58:39.9035 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 27 次重连...
2018-04-27 08:58:41.8223 [WARN] :  >连接未成功。
2018-04-27 08:58:42.8987 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 28 次重连...
2018-04-27 08:58:44.8175 [WARN] :  >连接未成功。
2018-04-27 08:58:45.8939 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 29 次重连...
2018-04-27 09:49:55.1071 [TRACE] :  >--------------- Program start -----------------
2018-04-27 09:49:55.4035 [TRACE] :  >Load document...
2018-04-27 09:49:55.7779 [TRACE] :  >Hardware initialize...
2018-04-27 09:49:57.8839 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 1 次重连...
2018-04-27 09:49:59.8027 [WARN] :  >连接未成功。
2018-04-27 09:50:00.8791 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 2 次重连...
2018-04-27 09:50:02.7979 [WARN] :  >连接未成功。
2018-04-27 09:50:03.8743 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 3 次重连...
2018-04-27 09:50:05.7931 [WARN] :  >连接未成功。
2018-04-27 09:50:06.8695 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 4 次重连...
2018-04-27 09:50:08.8039 [WARN] :  >连接未成功。
2018-04-27 09:50:09.8803 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 5 次重连...
2018-04-27 09:50:11.7991 [WARN] :  >连接未成功。
2018-04-27 09:50:12.8755 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 6 次重连...
2018-04-27 09:50:14.7943 [WARN] :  >连接未成功。
2018-04-27 09:50:15.8707 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 7 次重连...
2018-04-27 09:50:17.8051 [WARN] :  >连接未成功。
2018-04-27 09:50:18.8815 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 8 次重连...
2018-04-27 09:50:20.8003 [WARN] :  >连接未成功。
2018-04-27 09:50:21.8767 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 9 次重连...
2018-04-27 09:50:23.7955 [WARN] :  >连接未成功。
2018-04-27 09:50:24.8719 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 10 次重连...
2018-04-27 09:50:26.8063 [WARN] :  >连接未成功。
2018-04-27 09:50:27.8827 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 11 次重连...
2018-04-27 09:50:29.8015 [WARN] :  >连接未成功。
2018-04-27 09:50:30.8779 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 12 次重连...
2018-04-27 09:50:32.7967 [WARN] :  >连接未成功。
2018-04-27 09:50:33.8731 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 13 次重连...
2018-04-27 09:50:35.7919 [WARN] :  >连接未成功。
2018-04-27 09:50:36.8683 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 14 次重连...
2018-04-27 09:50:38.8027 [WARN] :  >连接未成功。
2018-04-27 09:50:39.8791 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 15 次重连...
2018-04-27 09:50:41.7979 [WARN] :  >连接未成功。
2018-04-27 09:50:42.8743 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 16 次重连...
2018-04-27 09:50:44.7931 [WARN] :  >连接未成功。
2018-04-27 09:50:45.8695 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 17 次重连...
2018-04-27 09:50:47.8039 [WARN] :  >连接未成功。
2018-04-27 09:50:48.8803 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 18 次重连...
2018-04-27 09:50:50.7991 [WARN] :  >连接未成功。
2018-04-27 09:50:51.8755 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 19 次重连...
2018-04-27 09:50:53.7943 [WARN] :  >连接未成功。
2018-04-27 09:50:54.8707 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 20 次重连...
2018-04-27 09:50:56.8051 [WARN] :  >连接未成功。
2018-04-27 09:50:57.8815 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 21 次重连...
2018-04-27 09:50:59.8003 [WARN] :  >连接未成功。
2018-04-27 09:51:00.8767 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 22 次重连...
2018-04-27 09:51:02.7955 [WARN] :  >连接未成功。
2018-04-27 09:51:03.8719 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 23 次重连...
2018-04-27 09:51:05.7907 [WARN] :  >连接未成功。
2018-04-27 09:51:06.8671 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 24 次重连...
2018-04-27 09:51:08.8015 [WARN] :  >连接未成功。
2018-04-27 09:51:09.8779 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 25 次重连...
2018-04-27 09:51:11.7967 [WARN] :  >连接未成功。
2018-04-27 09:51:12.8731 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 26 次重连...
2018-04-27 09:51:14.8075 [WARN] :  >连接未成功。
2018-04-27 09:51:15.8839 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 27 次重连...
2018-04-27 09:51:17.8027 [WARN] :  >连接未成功。
2018-04-27 09:51:18.8791 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 28 次重连...
2018-04-27 09:51:20.7979 [WARN] :  >连接未成功。
2018-04-27 09:51:21.8743 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 29 次重连...
2018-04-27 09:51:23.7931 [WARN] :  >连接未成功。
2018-04-27 09:51:24.8695 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 30 次重连...
2018-04-27 09:51:26.8039 [WARN] :  >连接未成功。
2018-04-27 09:51:27.8803 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 31 次重连...
2018-04-27 09:51:29.7991 [WARN] :  >连接未成功。
2018-04-27 09:51:30.8755 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 32 次重连...
2018-04-27 09:51:32.7943 [WARN] :  >连接未成功。
2018-04-27 09:51:33.8707 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 33 次重连...
2018-04-27 09:51:35.8051 [WARN] :  >连接未成功。
2018-04-27 09:51:36.8815 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 34 次重连...
2018-04-27 09:51:38.8003 [WARN] :  >连接未成功。
2018-04-27 09:51:39.8767 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 35 次重连...
2018-04-27 09:51:41.7955 [WARN] :  >连接未成功。
2018-04-27 09:51:42.8719 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 36 次重连...
2018-04-27 10:06:22.4271 [TRACE] :  >--------------- Program start -----------------
2018-04-27 10:06:22.6611 [TRACE] :  >Load document...
2018-04-27 10:06:22.8951 [TRACE] :  >Hardware initialize...
2018-04-27 10:06:24.9699 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 1 次重连...
2018-04-27 10:06:26.7951 [WARN] :  >连接未成功。
2018-04-27 10:06:27.8715 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 2 次重连...
2018-04-27 10:06:29.7903 [WARN] :  >连接未成功。
2018-04-27 10:06:30.8667 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 3 次重连...
2018-04-27 10:06:32.8011 [WARN] :  >连接未成功。
2018-04-27 10:06:33.8775 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 4 次重连...
2018-04-27 10:06:35.7963 [WARN] :  >连接未成功。
2018-04-27 10:06:36.8727 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 5 次重连...
2018-04-27 10:06:38.7915 [WARN] :  >连接未成功。
2018-04-27 10:06:39.8679 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 6 次重连...
2018-04-27 10:06:41.8023 [WARN] :  >连接未成功。
2018-04-27 10:06:42.8787 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 7 次重连...
2018-04-27 10:06:44.7975 [WARN] :  >连接未成功。
2018-04-27 10:06:45.8739 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 8 次重连...
2018-04-27 10:06:47.7927 [WARN] :  >连接未成功。
2018-04-27 10:06:48.8691 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 9 次重连...
2018-04-27 10:06:50.7879 [WARN] :  >连接未成功。
2018-04-27 10:06:51.8643 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 10 次重连...
2018-04-27 10:06:53.7987 [WARN] :  >连接未成功。
2018-04-27 10:06:54.8751 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 11 次重连...
2018-04-27 10:06:56.7939 [WARN] :  >连接未成功。
2018-04-27 10:06:57.8703 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 12 次重连...
2018-04-27 10:06:59.7891 [WARN] :  >连接未成功。
2018-04-27 10:07:00.8655 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 13 次重连...
2018-04-27 10:07:02.7987 [WARN] :  >连接未成功。
2018-04-27 10:07:03.8751 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 14 次重连...
2018-04-27 10:07:05.7939 [WARN] :  >连接未成功。
2018-04-27 10:07:06.8703 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 15 次重连...
2018-04-27 10:07:08.7891 [WARN] :  >连接未成功。
2018-04-27 10:07:43.0627 [TRACE] :  >--------------- Program start -----------------
2018-04-27 10:07:43.2885 [TRACE] :  >Load document...
2018-04-27 10:07:43.5345 [TRACE] :  >Hardware initialize...
2018-04-27 10:07:45.3753 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 1 次重连...
2018-04-27 10:07:47.2941 [WARN] :  >连接未成功。
2018-04-27 10:07:48.3705 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 2 次重连...
2018-04-27 10:07:50.3049 [WARN] :  >连接未成功。
2018-04-27 10:07:51.3813 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 3 次重连...
2018-04-27 10:07:53.3001 [WARN] :  >连接未成功。
2018-04-27 10:07:54.3765 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 4 次重连...
2018-04-27 10:07:56.2953 [WARN] :  >连接未成功。
2018-04-27 10:07:57.3717 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 5 次重连...
2018-04-27 10:07:59.2905 [WARN] :  >连接未成功。
2018-04-27 10:08:00.3825 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 6 次重连...
2018-04-27 10:08:02.3013 [WARN] :  >连接未成功。
2018-04-27 10:09:10.7187 [TRACE] :  >--------------- Program start -----------------
2018-04-27 10:09:11.0151 [TRACE] :  >Load document...
2018-04-27 10:09:11.7483 [TRACE] :  >Hardware initialize...
2018-04-27 10:09:13.8699 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 1 次重连...
2018-04-27 10:09:15.7887 [WARN] :  >连接未成功。
2018-04-27 10:09:16.8651 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 2 次重连...
2018-04-27 10:09:18.7995 [WARN] :  >连接未成功。
2018-04-27 10:09:19.8759 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 3 次重连...
2018-04-27 10:09:21.7947 [WARN] :  >连接未成功。
2018-04-27 10:09:22.8711 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 4 次重连...
2018-04-27 10:09:24.7899 [WARN] :  >连接未成功。
2018-04-27 10:09:25.8663 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 5 次重连...
2018-04-27 10:09:27.8007 [WARN] :  >连接未成功。
2018-04-27 10:09:28.8771 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 6 次重连...
2018-04-27 10:09:30.7959 [WARN] :  >连接未成功。
2018-04-27 10:09:31.8723 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 7 次重连...
2018-04-27 10:09:33.7911 [WARN] :  >连接未成功。
2018-04-27 10:09:34.8675 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 8 次重连...
2018-04-27 10:09:36.7863 [WARN] :  >连接未成功。
2018-04-27 10:09:37.8627 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 9 次重连...
2018-04-27 10:09:39.7971 [WARN] :  >连接未成功。
2018-04-27 10:09:40.8735 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 10 次重连...
2018-04-27 10:09:42.7923 [WARN] :  >连接未成功。
2018-04-27 10:09:43.8687 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 11 次重连...
2018-04-27 10:09:45.7875 [WARN] :  >连接未成功。
2018-04-27 10:09:46.8639 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 12 次重连...
2018-04-27 10:09:48.7983 [WARN] :  >连接未成功。
2018-04-27 10:09:49.8747 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 13 次重连...
2018-04-27 10:09:51.7935 [WARN] :  >连接未成功。
2018-04-27 10:09:52.8699 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 14 次重连...
2018-04-27 10:09:54.7887 [WARN] :  >连接未成功。
2018-04-27 10:09:55.8651 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 15 次重连...
2018-04-27 10:09:57.7995 [WARN] :  >连接未成功。
2018-04-27 10:09:58.8759 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 16 次重连...
2018-04-27 10:10:00.7947 [WARN] :  >连接未成功。
2018-04-27 10:10:01.8711 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 17 次重连...
2018-04-27 10:10:03.7899 [WARN] :  >连接未成功。
2018-04-27 10:10:04.8663 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 18 次重连...
2018-04-27 10:10:06.8007 [WARN] :  >连接未成功。
2018-04-27 10:10:07.8771 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 19 次重连...
2018-04-27 10:10:09.7959 [WARN] :  >连接未成功。
2018-04-27 10:10:10.8723 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 20 次重连...
2018-04-27 10:10:12.7911 [WARN] :  >连接未成功。
2018-04-27 10:10:13.8675 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 21 次重连...
2018-04-27 10:12:44.2309 [WARN] :  >连接未成功。
2018-04-27 10:12:45.3229 [WARN] :  >Yamaha_YamahaRobotRCX340_1 断开连接，即将尝试第 22 次重连...
2018-04-27 10:12:47.3041 [WARN] :  >连接未成功。
2018-04-27 10:13:13.2737 [TRACE] :  >--------------- Program start -----------------
2018-04-27 10:13:13.5567 [TRACE] :  >Load document...
